date,ticker,close
2013-05-14,AAPL,443.85999
2013-05-14,MSFT,33.53
2013-05-15,AAPL,428.85001
2013-05-15,MSFT,33.845
2013-05-16,AAPL,434.578
2013-05-16,MSFT,34.08
2013-05-17,AAPL,433.26001
2013-05-17,MSFT,34.87
2013-05-20,AAPL,442.92999
2013-05-20,MSFT,35.08
2013-05-21,AAPL,439.66
2013-05-21,MSFT,34.85
2013-05-22,AAPL,441.354
2013-05-22,MSFT,34.61
2013-05-23,AAPL,442.14001
2013-05-23,MSFT,34.15
2013-05-24,AAPL,445.14999
2013-05-24,MSFT,34.269
2013-05-28,AAPL,441.439
2013-05-28,MSFT,35.02
2013-05-29,AAPL,444.95001
2013-05-29,MSFT,34.88
2013-05-30,AAPL,451.57999
2013-05-30,MSFT,35.03
2013-05-31,AAPL,449.73499
2013-05-31,MSFT,34.9
2013-06-03,AAPL,450.72
2013-06-03,MSFT,35.59
2013-06-04,AAPL,449.31
2013-06-04,MSFT,34.99
2013-06-05,AAPL,445.10999
2013-06-05,MSFT,34.78
2013-06-06,AAPL,438.45999
2013-06-06,MSFT,34.96
2013-06-07,AAPL,441.811
2013-06-07,MSFT,35.67
2013-06-10,AAPL,438.89001
2013-06-10,MSFT,35.47
2013-06-11,AAPL,437.60001
2013-06-11,MSFT,34.84
2013-06-12,AAPL,432.19
2013-06-12,MSFT,35.0
2013-06-13,AAPL,435.965
2013-06-13,MSFT,34.715
2013-06-14,AAPL,430.04999
2013-06-14,MSFT,34.4
2013-06-17,AAPL,432.0
2013-06-17,MSFT,35.0
2013-06-18,AAPL,431.76999
2013-06-18,MSFT,34.98
2013-06-19,AAPL,423.0
2013-06-19,MSFT,34.59
2013-06-20,AAPL,416.83801
2013-06-20,MSFT,33.49
2013-06-21,AAPL,413.5
2013-06-21,MSFT,33.265
2013-06-24,AAPL,402.54001
2013-06-24,MSFT,33.715
2013-06-25,AAPL,402.63
2013-06-25,MSFT,33.67
2013-06-26,AAPL,398.07001
2013-06-26,MSFT,34.35
2013-06-27,AAPL,393.78
2013-06-27,MSFT,34.62
2013-06-28,AAPL,396.53
2013-06-28,MSFT,34.545
2013-07-01,AAPL,409.22
2013-07-01,MSFT,34.36
2013-07-02,AAPL,418.48999
2013-07-02,MSFT,33.94
2013-07-03,AAPL,420.79999
2013-07-03,MSFT,34.01
2013-07-05,AAPL,417.42001
2013-07-05,MSFT,34.21
2013-07-08,AAPL,415.04999
2013-07-08,MSFT,34.325
2013-07-09,AAPL,422.35001
2013-07-09,MSFT,34.35
2013-07-10,AAPL,420.73001
2013-07-10,MSFT,34.7
2013-07-11,AAPL,427.28799
2013-07-11,MSFT,35.685
2013-07-12,AAPL,426.51001
2013-07-12,MSFT,35.67
2013-07-15,AAPL,427.44
2013-07-15,MSFT,36.17
2013-07-16,AAPL,430.19501
2013-07-16,MSFT,36.27
2013-07-17,AAPL,430.31
2013-07-17,MSFT,35.74
2013-07-18,AAPL,431.758
2013-07-18,MSFT,35.44
2013-07-19,AAPL,424.95001
2013-07-19,MSFT,31.4
2013-07-22,AAPL,426.31
2013-07-22,MSFT,32.01
2013-07-23,AAPL,418.98999
2013-07-23,MSFT,31.82
2013-07-24,AAPL,440.51001
2013-07-24,MSFT,31.96
2013-07-25,AAPL,438.5
2013-07-25,MSFT,31.39
2013-07-26,AAPL,440.98999
2013-07-26,MSFT,31.62
2013-07-29,AAPL,447.79001
2013-07-29,MSFT,31.54
2013-07-30,AAPL,453.32001
2013-07-30,MSFT,31.85
2013-07-31,AAPL,452.53
2013-07-31,MSFT,31.84
2013-08-01,AAPL,456.67599
2013-08-01,MSFT,31.67
2013-08-02,AAPL,462.54001
2013-08-02,MSFT,31.89
2013-08-05,AAPL,469.45001
2013-08-05,MSFT,31.7
2013-08-06,AAPL,465.25
2013-08-06,MSFT,31.58
2013-08-07,AAPL,464.98001
2013-08-07,MSFT,32.063
2013-08-08,AAPL,461.01001
2013-08-08,MSFT,32.89
2013-08-09,AAPL,454.45001
2013-08-09,MSFT,32.7
2013-08-12,AAPL,467.35999
2013-08-12,MSFT,32.87
2013-08-13,AAPL,489.57001
2013-08-13,MSFT,32.23
2013-08-14,AAPL,498.5
2013-08-14,MSFT,32.35
2013-08-15,AAPL,497.91
2013-08-15,MSFT,31.79
2013-08-16,AAPL,502.32999
2013-08-16,MSFT,31.8
2013-08-19,AAPL,507.73999
2013-08-19,MSFT,31.393
2013-08-20,AAPL,501.07001
2013-08-20,MSFT,31.62
2013-08-21,AAPL,502.35999
2013-08-21,MSFT,31.61
2013-08-22,AAPL,502.95999
2013-08-22,MSFT,32.39
2013-08-23,AAPL,501.01999
2013-08-23,MSFT,34.75
2013-08-26,AAPL,502.97
2013-08-26,MSFT,34.15
2013-08-27,AAPL,488.59
2013-08-27,MSFT,33.26
2013-08-28,AAPL,490.896
2013-08-28,MSFT,33.02
2013-08-29,AAPL,491.70001
2013-08-29,MSFT,33.55
2013-08-30,AAPL,487.216
2013-08-30,MSFT,33.4
2013-09-03,AAPL,488.57999
2013-09-03,MSFT,31.88
2013-09-04,AAPL,498.69101
2013-09-04,MSFT,31.195
2013-09-05,AAPL,495.26999
2013-09-05,MSFT,31.235
2013-09-06,AAPL,498.22
2013-09-06,MSFT,31.152
2013-09-09,AAPL,506.17001
2013-09-09,MSFT,31.655
2013-09-10,AAPL,494.64001
2013-09-10,MSFT,32.39
2013-09-11,AAPL,467.70999
2013-09-11,MSFT,32.74
2013-09-12,AAPL,472.69
2013-09-12,MSFT,32.69
2013-09-13,AAPL,464.89999
2013-09-13,MSFT,33.03
2013-09-16,AAPL,450.12
2013-09-16,MSFT,32.801
2013-09-17,AAPL,455.32001
2013-09-17,MSFT,32.93
2013-09-18,AAPL,464.67999
2013-09-18,MSFT,33.32
2013-09-19,AAPL,472.29999
2013-09-19,MSFT,33.64
2013-09-20,AAPL,467.41
2013-09-20,MSFT,32.791
2013-09-23,AAPL,490.64001
2013-09-23,MSFT,32.74
2013-09-24,AAPL,489.10001
2013-09-24,MSFT,32.455
2013-09-25,AAPL,481.53
2013-09-25,MSFT,32.505
2013-09-26,AAPL,486.22
2013-09-26,MSFT,32.77
2013-09-27,AAPL,482.75
2013-09-27,MSFT,33.27
2013-09-30,AAPL,476.75
2013-09-30,MSFT,33.28
2013-10-01,AAPL,487.95999
2013-10-01,MSFT,33.58
2013-10-02,AAPL,489.56
2013-10-02,MSFT,33.92
2013-10-03,AAPL,483.41
2013-10-03,MSFT,33.86
2013-10-04,AAPL,483.03
2013-10-04,MSFT,33.88
2013-10-07,AAPL,487.75
2013-10-07,MSFT,33.3
2013-10-08,AAPL,480.94
2013-10-08,MSFT,33.01
2013-10-09,AAPL,486.58801
2013-10-09,MSFT,33.07
2013-10-10,AAPL,489.638
2013-10-10,MSFT,33.76
2013-10-11,AAPL,492.81201
2013-10-11,MSFT,34.13
2013-10-14,AAPL,496.04001
2013-10-14,MSFT,34.45
2013-10-15,AAPL,498.67999
2013-10-15,MSFT,34.49
2013-10-16,AAPL,501.11401
2013-10-16,MSFT,34.64
2013-10-17,AAPL,504.5
2013-10-17,MSFT,34.92
2013-10-18,AAPL,508.89001
2013-10-18,MSFT,34.96
2013-10-21,AAPL,521.362
2013-10-21,MSFT,34.99
2013-10-22,AAPL,519.86749
2013-10-22,MSFT,34.58
2013-10-23,AAPL,524.96002
2013-10-23,MSFT,33.76
2013-10-24,AAPL,531.90997
2013-10-24,MSFT,33.72
2013-10-25,AAPL,525.95801
2013-10-25,MSFT,35.73
2013-10-28,AAPL,529.87598
2013-10-28,MSFT,35.57
2013-10-29,AAPL,516.67798
2013-10-29,MSFT,35.52
2013-10-30,AAPL,524.896
2013-10-30,MSFT,35.54
2013-10-31,AAPL,522.70203
2013-10-31,MSFT,35.405
2013-11-01,AAPL,520.03003
2013-11-01,MSFT,35.525
2013-11-04,AAPL,526.75
2013-11-04,MSFT,35.94
2013-11-05,AAPL,525.44897
2013-11-05,MSFT,36.64
2013-11-06,AAPL,520.91998
2013-11-06,MSFT,38.18
2013-11-07,AAPL,512.492
2013-11-07,MSFT,37.5
2013-11-08,AAPL,520.56
2013-11-08,MSFT,37.78
2013-11-11,AAPL,519.04797
2013-11-11,MSFT,37.59
2013-11-12,AAPL,520.01001
2013-11-12,MSFT,37.36
2013-11-13,AAPL,520.63397
2013-11-13,MSFT,38.155
2013-11-14,AAPL,528.15997
2013-11-14,MSFT,38.021
2013-11-15,AAPL,524.99103
2013-11-15,MSFT,37.841
2013-11-18,AAPL,518.62903
2013-11-18,MSFT,37.2
2013-11-19,AAPL,519.54999
2013-11-19,MSFT,36.74
2013-11-20,AAPL,515.0
2013-11-20,MSFT,37.08
2013-11-21,AAPL,521.13599
2013-11-21,MSFT,37.4
2013-11-22,AAPL,519.79999
2013-11-22,MSFT,37.57
2013-11-25,AAPL,523.73999
2013-11-25,MSFT,37.64
2013-11-26,AAPL,533.40002
2013-11-26,MSFT,37.35
2013-11-27,AAPL,545.96002
2013-11-27,MSFT,37.6
2013-11-29,AAPL,556.07001
2013-11-29,MSFT,38.13
2013-12-02,AAPL,551.22998
2013-12-02,MSFT,38.45
2013-12-03,AAPL,566.32202
2013-12-03,MSFT,38.31
2013-12-04,AAPL,565.0
2013-12-04,MSFT,38.94
2013-12-05,AAPL,567.901
2013-12-05,MSFT,38.0
2013-12-06,AAPL,560.02002
2013-12-06,MSFT,38.36
2013-12-09,AAPL,566.42999
2013-12-09,MSFT,38.705
2013-12-10,AAPL,565.54999
2013-12-10,MSFT,38.11
2013-12-11,AAPL,561.35999
2013-12-11,MSFT,37.61
2013-12-12,AAPL,560.53998
2013-12-12,MSFT,37.22
2013-12-13,AAPL,554.42999
2013-12-13,MSFT,36.69
2013-12-16,AAPL,557.5
2013-12-16,MSFT,36.885
2013-12-17,AAPL,554.98999
2013-12-17,MSFT,36.52
2013-12-18,AAPL,550.77002
2013-12-18,MSFT,36.58
2013-12-19,AAPL,544.46002
2013-12-19,MSFT,36.25
2013-12-20,AAPL,549.02002
2013-12-20,MSFT,36.8
2013-12-23,AAPL,570.09003
2013-12-23,MSFT,36.62
2013-12-24,AAPL,567.66998
2013-12-24,MSFT,37.08
2013-12-26,AAPL,563.90002
2013-12-26,MSFT,37.44
2013-12-27,AAPL,560.09003
2013-12-27,MSFT,37.29
2013-12-30,AAPL,554.52002
2013-12-30,MSFT,37.29
2013-12-31,AAPL,561.02002
2013-12-31,MSFT,37.41
2014-01-02,AAPL,553.13
2014-01-02,MSFT,37.16
2014-01-03,AAPL,540.97998
2014-01-03,MSFT,36.91
2014-01-06,AAPL,543.92999
2014-01-06,MSFT,36.13
2014-01-07,AAPL,540.03748
2014-01-07,MSFT,36.41
2014-01-08,AAPL,543.46002
2014-01-08,MSFT,35.76
2014-01-09,AAPL,536.51898
2014-01-09,MSFT,35.53
2014-01-10,AAPL,532.94
2014-01-10,MSFT,36.04
2014-01-13,AAPL,535.72998
2014-01-13,MSFT,34.98
2014-01-14,AAPL,546.39001
2014-01-14,MSFT,35.78
2014-01-15,AAPL,557.35999
2014-01-15,MSFT,36.76
2014-01-16,AAPL,554.25
2014-01-16,MSFT,36.89
2014-01-17,AAPL,540.66998
2014-01-17,MSFT,36.38
2014-01-21,AAPL,549.07001
2014-01-21,MSFT,36.17
2014-01-22,AAPL,551.51001
2014-01-22,MSFT,35.93
2014-01-23,AAPL,556.17999
2014-01-23,MSFT,36.055
2014-01-24,AAPL,546.07001
2014-01-24,MSFT,36.805
2014-01-27,AAPL,550.5
2014-01-27,MSFT,36.03
2014-01-28,AAPL,506.5
2014-01-28,MSFT,36.27
2014-01-29,AAPL,500.75
2014-01-29,MSFT,36.66
2014-01-30,AAPL,499.78201
2014-01-30,MSFT,36.86
2014-01-31,AAPL,500.60001
2014-01-31,MSFT,37.84
2014-02-03,AAPL,501.53
2014-02-03,MSFT,36.48
2014-02-04,AAPL,508.79001
2014-02-04,MSFT,36.35
2014-02-05,AAPL,512.59003
2014-02-05,MSFT,35.82
2014-02-06,AAPL,512.51001
2014-02-06,MSFT,36.18
2014-02-07,AAPL,519.67999
2014-02-07,MSFT,36.56
2014-02-10,AAPL,528.98999
2014-02-10,MSFT,36.8
2014-02-11,AAPL,535.96002
2014-02-11,MSFT,37.175
2014-02-12,AAPL,535.91998
2014-02-12,MSFT,37.47
2014-02-13,AAPL,544.42999
2014-02-13,MSFT,37.61
2014-02-14,AAPL,543.98999
2014-02-14,MSFT,37.62
2014-02-18,AAPL,545.98999
2014-02-18,MSFT,37.42
2014-02-19,AAPL,537.37
2014-02-19,MSFT,37.51
2014-02-20,AAPL,531.15002
2014-02-20,MSFT,37.75
2014-02-21,AAPL,525.25
2014-02-21,MSFT,37.98
2014-02-24,AAPL,527.54999
2014-02-24,MSFT,37.69
2014-02-25,AAPL,522.06
2014-02-25,MSFT,37.54
2014-02-26,AAPL,517.34998
2014-02-26,MSFT,37.47
2014-02-27,AAPL,527.66998
2014-02-27,MSFT,37.86
2014-02-28,AAPL,526.23999
2014-02-28,MSFT,38.31
2014-03-03,AAPL,527.76001
2014-03-03,MSFT,37.78
2014-03-04,AAPL,531.23999
2014-03-04,MSFT,38.41
2014-03-05,AAPL,532.35999
2014-03-05,MSFT,38.11
2014-03-06,AAPL,530.75
2014-03-06,MSFT,38.15
2014-03-07,AAPL,530.44
2014-03-07,MSFT,37.9
2014-03-10,AAPL,530.91998
2014-03-10,MSFT,37.82
2014-03-11,AAPL,536.09003
2014-03-11,MSFT,38.02
2014-03-12,AAPL,536.60999
2014-03-12,MSFT,38.27
2014-03-13,AAPL,530.65002
2014-03-13,MSFT,37.89
2014-03-14,AAPL,524.69
2014-03-14,MSFT,37.7
2014-03-17,AAPL,526.73999
2014-03-17,MSFT,38.05
2014-03-18,AAPL,531.40002
2014-03-18,MSFT,39.55
2014-03-19,AAPL,531.26001
2014-03-19,MSFT,39.27
2014-03-20,AAPL,528.70001
2014-03-20,MSFT,40.33
2014-03-21,AAPL,532.87
2014-03-21,MSFT,40.16
2014-03-24,AAPL,539.19
2014-03-24,MSFT,40.5
2014-03-25,AAPL,544.98999
2014-03-25,MSFT,40.34
2014-03-26,AAPL,539.78003
2014-03-26,MSFT,39.79
2014-03-27,AAPL,537.46002
2014-03-27,MSFT,39.36
2014-03-28,AAPL,536.85999
2014-03-28,MSFT,40.3
2014-03-31,AAPL,536.73999
2014-03-31,MSFT,40.99
2014-04-01,AAPL,541.65002
2014-04-01,MSFT,41.42
2014-04-02,AAPL,542.54999
2014-04-02,MSFT,41.35
2014-04-03,AAPL,538.78998
2014-04-03,MSFT,41.01
2014-04-04,AAPL,531.82001
2014-04-04,MSFT,39.87
2014-04-07,AAPL,523.46997
2014-04-07,MSFT,39.8
2014-04-08,AAPL,523.44
2014-04-08,MSFT,39.82
2014-04-09,AAPL,530.32001
2014-04-09,MSFT,40.47
2014-04-10,AAPL,523.47998
2014-04-10,MSFT,39.36
2014-04-11,AAPL,519.60999
2014-04-11,MSFT,39.209
2014-04-14,AAPL,521.67999
2014-04-14,MSFT,39.18
2014-04-15,AAPL,517.9599
2014-04-15,MSFT,39.75
2014-04-16,AAPL,519.01001
2014-04-16,MSFT,40.4
2014-04-17,AAPL,524.94
2014-04-17,MSFT,40.01
2014-04-21,AAPL,531.16998
2014-04-21,MSFT,39.94
2014-04-22,AAPL,531.69897
2014-04-22,MSFT,39.99
2014-04-23,AAPL,524.75
2014-04-23,MSFT,39.69
2014-04-24,AAPL,567.77002
2014-04-24,MSFT,39.86
2014-04-25,AAPL,571.94
2014-04-25,MSFT,39.91
2014-04-28,AAPL,594.09003
2014-04-28,MSFT,40.87
2014-04-29,AAPL,592.33002
2014-04-29,MSFT,40.51
2014-04-30,AAPL,590.09003
2014-04-30,MSFT,40.4
2014-05-01,AAPL,591.47998
2014-05-01,MSFT,40.0
2014-05-02,AAPL,592.58002
2014-05-02,MSFT,39.69
2014-05-05,AAPL,600.96002
2014-05-05,MSFT,39.43
2014-05-06,AAPL,594.40997
2014-05-06,MSFT,39.06
2014-05-07,AAPL,592.33002
2014-05-07,MSFT,39.425
2014-05-08,AAPL,587.98999
2014-05-08,MSFT,39.64
2014-05-09,AAPL,585.54248
2014-05-09,MSFT,39.54
2014-05-12,AAPL,592.83002
2014-05-12,MSFT,39.97
2014-05-13,AAPL,593.76001
2014-05-13,MSFT,40.42
2014-05-14,AAPL,593.87
2014-05-14,MSFT,40.24
2014-05-15,AAPL,588.82001
2014-05-15,MSFT,39.6
2014-05-16,AAPL,597.51001
2014-05-16,MSFT,39.83
2014-05-19,AAPL,604.59003
2014-05-19,MSFT,39.75
2014-05-20,AAPL,604.71002
2014-05-20,MSFT,39.68
2014-05-21,AAPL,606.31
2014-05-21,MSFT,40.35
2014-05-22,AAPL,607.27002
2014-05-22,MSFT,40.1
2014-05-23,AAPL,614.13
2014-05-23,MSFT,40.12
2014-05-27,AAPL,625.63
2014-05-27,MSFT,40.19
2014-05-28,AAPL,624.01001
2014-05-28,MSFT,40.01
2014-05-29,AAPL,635.38
2014-05-29,MSFT,40.34
2014-05-30,AAPL,633.0
2014-05-30,MSFT,40.94
2014-06-02,AAPL,628.65002
2014-06-02,MSFT,40.79
2014-06-03,AAPL,637.53998
2014-06-03,MSFT,40.29
2014-06-04,AAPL,644.82001
2014-06-04,MSFT,40.32
2014-06-05,AAPL,647.34998
2014-06-05,MSFT,41.21
2014-06-06,AAPL,645.57001
2014-06-06,MSFT,41.48
2014-06-09,AAPL,93.7
2014-06-09,MSFT,41.27
2014-06-10,AAPL,94.25
2014-06-10,MSFT,41.11
2014-06-11,AAPL,93.86
2014-06-11,MSFT,40.86
2014-06-12,AAPL,92.29
2014-06-12,MSFT,40.58
2014-06-13,AAPL,91.28
2014-06-13,MSFT,41.23
2014-06-16,AAPL,92.2
2014-06-16,MSFT,41.5
2014-06-17,AAPL,92.08
2014-06-17,MSFT,41.68
2014-06-18,AAPL,92.18
2014-06-18,MSFT,41.65
2014-06-19,AAPL,91.86
2014-06-19,MSFT,41.51
2014-06-20,AAPL,90.91
2014-06-20,MSFT,41.68
2014-06-23,AAPL,90.83
2014-06-23,MSFT,41.99
2014-06-24,AAPL,90.28
2014-06-24,MSFT,41.745
2014-06-25,AAPL,90.36
2014-06-25,MSFT,42.03
2014-06-26,AAPL,90.9
2014-06-26,MSFT,41.72
2014-06-27,AAPL,91.98
2014-06-27,MSFT,42.25
2014-06-30,AAPL,92.93
2014-06-30,MSFT,41.7
2014-07-01,AAPL,93.52
2014-07-01,MSFT,41.87
2014-07-02,AAPL,93.48
2014-07-02,MSFT,41.9
2014-07-03,AAPL,94.03
2014-07-03,MSFT,41.8
2014-07-07,AAPL,95.968
2014-07-07,MSFT,41.99
2014-07-08,AAPL,95.35
2014-07-08,MSFT,41.78
2014-07-09,AAPL,95.39
2014-07-09,MSFT,41.67
2014-07-10,AAPL,95.035
2014-07-10,MSFT,41.685
2014-07-11,AAPL,95.22
2014-07-11,MSFT,42.09
2014-07-14,AAPL,96.45
2014-07-14,MSFT,42.14
2014-07-15,AAPL,95.32
2014-07-15,MSFT,42.45
2014-07-16,AAPL,94.78
2014-07-16,MSFT,44.08
2014-07-17,AAPL,93.0899
2014-07-17,MSFT,44.53
2014-07-18,AAPL,94.43
2014-07-18,MSFT,44.69
2014-07-21,AAPL,93.939
2014-07-21,MSFT,44.835
2014-07-22,AAPL,94.72
2014-07-22,MSFT,44.83
2014-07-23,AAPL,97.19
2014-07-23,MSFT,44.87
2014-07-24,AAPL,97.03
2014-07-24,MSFT,44.4
2014-07-25,AAPL,97.671
2014-07-25,MSFT,44.5
2014-07-28,AAPL,99.02
2014-07-28,MSFT,43.97
2014-07-29,AAPL,98.38
2014-07-29,MSFT,43.885
2014-07-30,AAPL,98.15
2014-07-30,MSFT,43.5785
2014-07-31,AAPL,95.6
2014-07-31,MSFT,43.16
2014-08-01,AAPL,96.13
2014-08-01,MSFT,42.86
2014-08-04,AAPL,95.59
2014-08-04,MSFT,43.37
2014-08-05,AAPL,95.12
2014-08-05,MSFT,43.08
2014-08-06,AAPL,94.96
2014-08-06,MSFT,42.74
2014-08-07,AAPL,94.48
2014-08-07,MSFT,43.23
2014-08-08,AAPL,94.74
2014-08-08,MSFT,43.2
2014-08-11,AAPL,95.99
2014-08-11,MSFT,43.2
2014-08-12,AAPL,95.97
2014-08-12,MSFT,43.52
2014-08-13,AAPL,97.24
2014-08-13,MSFT,44.08
2014-08-14,AAPL,97.5
2014-08-14,MSFT,44.27
2014-08-15,AAPL,97.98
2014-08-15,MSFT,44.79
2014-08-18,AAPL,99.16
2014-08-18,MSFT,45.11
2014-08-19,AAPL,100.53
2014-08-19,MSFT,45.33
2014-08-20,AAPL,100.57
2014-08-20,MSFT,44.95
2014-08-21,AAPL,100.58
2014-08-21,MSFT,45.22
2014-08-22,AAPL,101.32
2014-08-22,MSFT,45.15
2014-08-25,AAPL,101.54
2014-08-25,MSFT,45.17
2014-08-26,AAPL,100.889
2014-08-26,MSFT,45.005
2014-08-27,AAPL,102.13
2014-08-27,MSFT,44.87
2014-08-28,AAPL,102.25
2014-08-28,MSFT,44.88
2014-08-29,AAPL,102.5
2014-08-29,MSFT,45.43
2014-09-02,AAPL,103.3
2014-09-02,MSFT,45.09
2014-09-03,AAPL,98.94
2014-09-03,MSFT,44.96
2014-09-04,AAPL,98.12
2014-09-04,MSFT,45.26
2014-09-05,AAPL,98.97
2014-09-05,MSFT,45.91
2014-09-08,AAPL,98.36
2014-09-08,MSFT,46.47
2014-09-09,AAPL,97.99
2014-09-09,MSFT,46.76
2014-09-10,AAPL,101.0
2014-09-10,MSFT,46.84
2014-09-11,AAPL,101.43
2014-09-11,MSFT,47.0
2014-09-12,AAPL,101.66
2014-09-12,MSFT,46.695
2014-09-15,AAPL,101.63
2014-09-15,MSFT,46.24
2014-09-16,AAPL,100.86
2014-09-16,MSFT,46.76
2014-09-17,AAPL,101.58
2014-09-17,MSFT,46.52
2014-09-18,AAPL,101.79
2014-09-18,MSFT,46.68
2014-09-19,AAPL,100.96
2014-09-19,MSFT,47.52
2014-09-22,AAPL,101.06
2014-09-22,MSFT,47.06
2014-09-23,AAPL,102.64
2014-09-23,MSFT,46.56
2014-09-24,AAPL,101.75
2014-09-24,MSFT,47.08
2014-09-25,AAPL,97.87
2014-09-25,MSFT,46.04
2014-09-26,AAPL,100.75
2014-09-26,MSFT,46.41
2014-09-29,AAPL,100.11
2014-09-29,MSFT,46.44
2014-09-30,AAPL,100.75
2014-09-30,MSFT,46.36
2014-10-01,AAPL,99.18
2014-10-01,MSFT,45.9
2014-10-02,AAPL,99.9
2014-10-02,MSFT,45.76
2014-10-03,AAPL,99.62
2014-10-03,MSFT,46.09
2014-10-06,AAPL,99.62
2014-10-06,MSFT,46.09
2014-10-07,AAPL,98.75
2014-10-07,MSFT,45.53
2014-10-08,AAPL,100.8
2014-10-08,MSFT,46.78
2014-10-09,AAPL,101.02
2014-10-09,MSFT,45.85
2014-10-10,AAPL,100.73
2014-10-10,MSFT,44.03
2014-10-13,AAPL,99.81
2014-10-13,MSFT,43.65
2014-10-14,AAPL,98.75
2014-10-14,MSFT,43.73
2014-10-15,AAPL,97.54
2014-10-15,MSFT,43.22
2014-10-16,AAPL,96.26
2014-10-16,MSFT,42.74
2014-10-17,AAPL,97.67
2014-10-17,MSFT,43.63
2014-10-20,AAPL,99.76
2014-10-20,MSFT,44.08
2014-10-21,AAPL,102.47
2014-10-21,MSFT,44.88
2014-10-22,AAPL,102.99
2014-10-22,MSFT,44.38
2014-10-23,AAPL,104.83
2014-10-23,MSFT,45.02
2014-10-24,AAPL,105.22
2014-10-24,MSFT,46.13
2014-10-27,AAPL,105.11
2014-10-27,MSFT,45.91
2014-10-28,AAPL,106.74
2014-10-28,MSFT,46.49
2014-10-29,AAPL,107.34
2014-10-29,MSFT,46.62
2014-10-30,AAPL,106.98
2014-10-30,MSFT,46.05
2014-10-31,AAPL,108.0
2014-10-31,MSFT,46.95
2014-11-03,AAPL,109.4
2014-11-03,MSFT,47.44
2014-11-04,AAPL,108.6
2014-11-04,MSFT,47.57
2014-11-05,AAPL,108.86
2014-11-05,MSFT,47.86
2014-11-06,AAPL,108.7
2014-11-06,MSFT,48.7
2014-11-07,AAPL,109.01
2014-11-07,MSFT,48.68
2014-11-10,AAPL,108.83
2014-11-10,MSFT,48.89
2014-11-11,AAPL,109.7
2014-11-11,MSFT,48.87
2014-11-12,AAPL,111.25
2014-11-12,MSFT,48.78
2014-11-13,AAPL,112.82
2014-11-13,MSFT,49.61
2014-11-14,AAPL,114.18
2014-11-14,MSFT,49.58
2014-11-17,AAPL,113.99
2014-11-17,MSFT,49.46
2014-11-18,AAPL,115.47
2014-11-18,MSFT,48.74
2014-11-19,AAPL,114.67
2014-11-19,MSFT,48.22
2014-11-20,AAPL,116.31
2014-11-20,MSFT,48.7
2014-11-21,AAPL,116.47
2014-11-21,MSFT,47.98
2014-11-24,AAPL,118.625
2014-11-24,MSFT,47.59
2014-11-25,AAPL,117.6
2014-11-25,MSFT,47.47
2014-11-26,AAPL,119.0
2014-11-26,MSFT,47.75
2014-11-28,AAPL,118.93
2014-11-28,MSFT,47.81
2014-12-01,AAPL,115.07
2014-12-01,MSFT,48.62
2014-12-02,AAPL,114.63
2014-12-02,MSFT,48.46
2014-12-03,AAPL,115.93
2014-12-03,MSFT,48.08
2014-12-04,AAPL,115.49
2014-12-04,MSFT,48.84
2014-12-05,AAPL,115.0
2014-12-05,MSFT,48.42
2014-12-08,AAPL,112.4
2014-12-08,MSFT,47.695
2014-12-09,AAPL,114.12
2014-12-09,MSFT,47.59
2014-12-10,AAPL,111.95
2014-12-10,MSFT,46.9
